,Art Title,Movement,Name
44384,spring-at-veneux-1880,Impressionism,alfred-sisley
44385,bouquet-of-flowers-1873,Impressionism,camille-pissarro
44386,the-house-among-the-roses-2,Impressionism,claude-monet
44387,not-detected-272471,Expressionism,lynd-ward
44388,morning-landscape-giverny,Impressionism,claude-monet
44389,the-blue-grotto-1835,Romanticism,miklos-barabas
44390,new-york-n-y-nox-1948,Abstract Expressionism,hedda-sterne
44391,mathilde-holding-a-baby-who-reaches-out-to-the-right-1,Impressionism,mary-cassatt
44392,male-portrait-1826,Romanticism,orest-kiprensky
44393,sailing-vessel-at-sea-1920,Symbolism,leon-spilliaert
44394,cloud-study-1821,Romanticism,john-constable
44395,cliffs-near-ornans-1865,Realism,gustave-courbet
44396,rostov-veliky-interior-of-church-of-savior-1903,Art Nouveau Modern,nicholas-roerich
44397,calling-card-1855,Symbolism,victor-hugo
44398,dutch-virgin-and-frederik,Baroque,theodoor-van-thulden
44399,francis-burdett,Rococo,joseph-wright
44400,view-of-the-port-of-marseilles,Pointillism,paul-signac
44401,st-anthony-preaching-to-the-fish,Mannerism Late Renaissance,paolo-veronese
44402,still-life-with-coffee-pot,Naive Art Primitivism,fernando-botero
44403,about-nightfall-grove,Realism,isaac-levitan
44404,the-road-to-vetheuil,Impressionism,claude-monet
44405,ancient-storyteller-1940,Post Impressionism,amrita-sher-gil
44406,landscape-from-provence-1924,Impressionism,stefan-popescu
44407,sixteenth-century-1985,Color Field Painting,ronnie-landfield
44408,st-peter-and-st-paul,Baroque,guido-reni
44409,geisha-orange,Art Nouveau Modern,raphael-kirchner
44410,a-tramp-on-christmas-day-1946,Naive Art Primitivism,grandma-moses
44411,georg-spalatin-1509,Northern Renaissance,lucas-cranach-the-elder
44412,jungle-pool,Expressionism,walter-battiss
44413,illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-19,Naive Art Primitivism,marc-chagall
44414,portrait-of-marguerite-khnopff-1887,Symbolism,fernand-khnopff
44415,indian-sacrifice-1827,Romanticism,thomas-cole
44416,hunter-with-his-dogs-1635,Baroque,jacob-jordaens
44417,an-indiana-road-1889,Impressionism,t.-c.-steele
44418,forms-of-trees-and-clouds,Post Impressionism,karl-schrag
44419,an-orchard-in-spring(1),Impressionism,claude-monet
44420,the-goulue-and-valentin-the-boneless-one-1891,Art Nouveau Modern,henri-de-toulouse-lautrec
44421,portrait-of-madame-boucher-1745,Rococo,francois-boucher
44422,white-gothic-no-5-1961,Abstract Expressionism,richard-pousette-dart
44423,lady-on-a-balcony-koreiz,Realism,nikolay-bogdanov-belsky
44424,forest-near-the-water-1872,Realism,arkhip-kuindzhi
44425,untitled-1985-1,Color Field Painting,sam-francis
44426,self-portrait-1889,Post Impressionism,vincent-van-gogh
44427,uli-iarna-1934,Impressionism,rudolf-schweitzer-cumpana
44428,the-curve-of-the-bridge-1929,Post Impressionism,grace-cossington-smith
44429,the-unfulfilled-wish-1899(1),Realism,julius-leblanc-stewart
44430,fuji-blue,Ukiyo e,katsushika-hokusai
44431,the-swing,Romanticism,francisco-goya
44432,at-marguerite-rempart,Realism,james-tissot
44433,the-walchensee-in-the-moonlight-1920,Expressionism,lovis-corinth
44434,putting-a-propagandist-under-arrest-2-1879,Realism,ilya-repin
44435,paris-ponton-des-bains-bailet-1885,Impressionism,paul-signac
44436,untitled(7),Expressionism,dimitris-mytaras
44437,man-in-oriental-costume,Baroque,rembrandt
44438,raminou-and-pitcher-with-carnations-1932,Post Impressionism,suzanne-valadon
44439,woman-by-the-sea-1887,Symbolism,pierre-puvis-de-chavannes
44440,portrait-of-misia-natanson,Post Impressionism,henri-de-toulouse-lautrec
44441,fruits-and-vegetables-1934,Expressionism,martiros-saryan
44442,in-mesquitas-classroom,Expressionism,m.c.-escher
44443,mercahnt-s-wife-drinking-tea-1923,Art Nouveau Modern,boris-kustodiev
44444,vision-of-the-cross,High Renaissance,raphael
44445,shells-and-shellfish-1889,Impressionism,james-ensor
44446,gimcrack-on-newmarket-heath-with-a-trainer-a-stable-lad-and-a-jockey,Romanticism,george-stubbs
44447,platter-with-seashells-roses-pearls-and-earrings-1920,Realism,georgios-jakobides
44448,moses-slays-an-egyptian,Symbolism,james-tissot
44449,talant-and-admirer-1,Impressionism,nikolay-bogdanov-belsky
44450,the-iron-foundry-in-kitschelt-skodagasse-in-vienna-1903,Romanticism,rudolf-von-alt
44451,hello,Naive Art Primitivism,fernando-botero
44452,children-are-ruining-the-nest,Realism,viktor-vasnetsov
44453,saint-cirq-lapopie-over-the-roofs,Post Impressionism,henri-martin
44454,the-litany-of-mary-magdalen,Art Nouveau Modern,aubrey-beardsley
44455,view-of-a-town-grodno-1833,Romanticism,maxim-vorobiev
44456,jockeys-1895,Impressionism,edgar-degas
44457,enlightenment,Symbolism,nicholas-roerich
44458,the-angler,Realism,constant-troyon
44459,fishermen-on-the-banks-of-the-yerres,Impressionism,gustave-caillebotte
44460,c-rcium-rese,Post Impressionism,francisc-sirato
44461,flowers,Impressionism,pierre-auguste-renoir
44462,the-baptism-of-christ,Early Renaissance,leonardo-da-vinci
44463,italian-landscape-1890,Realism,isaac-levitan
44464,dittico-rosso-1966,Minimalism,enrico-castellani
44465,in-the-studio-1896,Impressionism,anders-zorn
44466,costume-design-for-the-opera-prince-igor-by-alexander-borodin-1930-1(1),Art Nouveau Modern,ivan-bilibin
44467,steel-workers,Expressionism,corneliu-baba
44468,judas-1874,Romanticism,fyodor-bronnikov
44469,still-life-lilacs-in-a-basket-heroic-1933,Realism,pyotr-konchalovsky
44470,woman-with-hat-head-1882,Realism,vincent-van-gogh
44471,amorous-couple-1803-1,Ukiyo e,kitagawa-utamaro
44472,port-of-la-rochelle-1921,Pointillism,paul-signac
44473,set-design-for-staging-diary-of-satan-by-l-andreev-1922,Symbolism,kuzma-petrov-vodkin
44474,berlin-enbankment,Impressionism,vasily-surikov
44475,untitled-last-light-1993,Minimalism,felix-gonzalez-torres
44476,the-sphinx,Impressionism,john-singer-sargent
44477,town-sketch-for-carpet-1906,Art Nouveau Modern,nicholas-roerich
44478,untitled-river-and-hills,Naive Art Primitivism,georges-ribemont-dessaignes
44479,tchitchikov-s-father-educates-him,Naive Art Primitivism,marc-chagall
44480,scottish-canadian-soldier-1940,Impressionism,augustus-john
44481,they-are-hot-1798,Romanticism,francisco-goya
44482,the-open-door-1932,Realism,charles-sheeler
44483,sea-coast-view-of-mount-demerdzhi,Impressionism,arkhip-kuindzhi
44484,storm-on-the-hortob-gy-1903,Symbolism,tivadar-kosztka-csontvary
44485,bentheim-castle-1653,Baroque,jacob-isaakszoon-van-ruisdael
44486,watermill-in-kollen-near-nuenen-1884,Realism,vincent-van-gogh
44487,the-artist-s-son-and-sister-in-the-garden-at-sevres-1890,Impressionism,marie-bracquemond
44488,at-the-fortress-walls-let-them-enter,Realism,vasily-vereshchagin
44489,portrait-of-the-coozzadini-family-1584,Mannerism Late Renaissance,lavinia-fontana
44490,portrait-of-professor-dr-carl-bernstein-1892,Impressionism,max-liebermann
44491,seki-early-departure-from-the-daimyos-inn,Ukiyo e,hiroshige
44492,portrait-of-poet-k-p-cavafy,Impressionism,thalia-flora-karavia
44493,castle-at-night-1912,Art Nouveau Modern,nicholas-roerich
44494,still-life-with-fruits-and-watermelon-1929,Fauvism,pyotr-konchalovsky
44495,the-painter-to-the-moon-1917,Cubism,marc-chagall
44496,male-nude-1860,Romanticism,gustave-moreau
44497,bricklayers,Impressionism,childe-hassam
44498,two-hands-2,Realism,vincent-van-gogh
44499,der-wolfgangsee-1835,Romanticism,ferdinand-georg-waldmã¼ller
44500,the-propitious-garden-of-plane-image-version-one-2005,Color Field Painting,brice-marden
44501,infinity-field-lefkada-series-1982,Color Field Painting,theodoros-stamos
44502,cliffs-at-grainval-1902,Post Impressionism,gustave-loiseau
44503,rue-quesnoy-saint-valery-sur-somme,Impressionism,edgar-degas
44504,in-the-temple-hall,Fauvism,august-macke
44505,view-of-dresden-from-the-right-bank-of-the-elbe-with-the-augustus-bridge-1748,Rococo,bernardo-bellotto
44506,church-view,Impressionism,nikolay-bogdanov-belsky
44507,venice,Post Impressionism,roger-fry
44508,spectres-1960,Abstract Expressionism,eva-hesse
44509,trading-pier-in-the-capital-city-sketch-of-set-for-c-pugni-s-ballet-1912,Impressionism,konstantin-korovin
44510,lydia-cassatt-leaning-on-her-arms-seated-in-a-loge-1880,Impressionism,mary-cassatt
44511,moonlit-night-on-the-river-1885,Realism,aleksey-savrasov
44512,eupraxia,Symbolism,konstantin-vasilyev
44513,snow-capped-moutain,Romanticism,albert-bierstadt
44514,still-life-jug-and-fruit-on-a-table-1894,Post Impressionism,paul-cezanne
44515,les-pivones-blanches,Post Impressionism,le-pho
44516,downpour-1906,Art Nouveau Modern,leon-bakst
44517,portrait-of-ann-ford-later-mrs-thicknesse-1760,Rococo,thomas-gainsborough
44518,self-portrait,Expressionism,chronis-botsoglou
44519,blind-singer-street-musicians-1940,Naive Art Primitivism,william-h.-johnson
44520,not,Naive Art Primitivism,grandma-moses
44521,marguerite-garden-1882,Realism,vasily-polenov
44522,boid-guillaumi-near-rouen-a-gate-flanked-by-two-posts-1822,Realism,camille-corot
44523,judith-beheading-holofernes-1620,Baroque,artemisia-gentileschi
44524,composition,Post Impressionism,le-pho
44525,shanty-town,Impressionism,gregoire-boonzaier
44526,schynige-plate-1909,Symbolism,ferdinand-hodler
44527,the-family-of-deer-1917,Naive Art Primitivism,niko-pirosmani
44528,picture-book-for-the-niece-of-ditha-mautner-von-markhof-1904-4,Art Nouveau Modern,koloman-moser
44529,at-the-bell-inn-cadnam-new-forest,Romanticism,william-shayer
44530,birds-in-the-clouds-1960,Expressionism,georges-braque
44531,breakfeast-in-the-outside,Impressionism,paul-cezanne
44532,portrait-of-irina-kustodiev-with-the-dog-shumka-1907,Realism,boris-kustodiev
44533,natalia-borshchova-1776,Rococo,dmitry-levitzky
44534,battle-of-grunwald-detail-2,Romanticism,jan-matejko
44535,garden-flowers-1952,Naive Art Primitivism,kateryna-bilokur
44536,portrait-of-a-chinese-woman,Impressionism,augustus-john
44537,the-convalescent-1888,Realism,helene-schjerfbeck
44538,blue-flowers-1914,Expressionism,martiros-saryan
44539,self-portrait-with-shadow,Expressionism,ernst-ludwig-kirchner
44540,carnival-the-carousel,Pointillism,georges-lemmen
44541,the-last-communion-of-st-jerome-1592,Baroque,agostino-carracci
44542,untitled-blue-divided-by-blue-1966,Color Field Painting,mark-rothko
44543,women-at-nettuno-1835,Romanticism,miklos-barabas
44544,the-fourth-of-july-by-the-sea,Pointillism,henri-edmond-cross
44545,final-journey-1922,Symbolism,nicholas-roerich
44546,tropical-landscape-1906,Symbolism,konstantin-bogaevsky
44547,the-precious-ridiculous-1883,Romanticism,adolphe-joseph-thomas-monticelli
44548,landscape-the-banks-of-the-loing-at-saint-mammes-1881,Impressionism,alfred-sisley
44549,portrait-of-charles-vii-king-of-france,Northern Renaissance,jean-fouquet
44550,mangalia-beach-1930,Impressionism,stefan-dimitrescu
44551,st-genevieve-makes-confidence-and-calm-to-frightened-parisians-of-the-approach-of-attila,Symbolism,pierre-puvis-de-chavannes
44552,drawing-d88-1948,Abstract Expressionism,morris-louis
44553,spring-1883,Realism,aleksey-savrasov
44554,the-departure-of-the-boats-etretat,Impressionism,claude-monet
44555,pulcinella-with-acrobats,Rococo,giovanni-domenico-tiepolo
44556,virgin-and-child,High Renaissance,cima-da-conegliano
44557,waterloo-bridge-1901-1,Impressionism,claude-monet
44558,66-7-a-1966,Minimalism,martin-barre
44559,a-village,Impressionism,isaac-levitan
44560,untitled-sfp89-105-1989,Abstract Expressionism,sam-francis
44561,portrait-of-a-lady-i-whelan-with-a-lapdog-1926,Expressionism,zinaida-serebriakova
44562,dreaming-1896,Impressionism,nicolae-vermont
44563,untitled-sf-357,Abstract Expressionism,sam-francis
44564,portrait-of-donna-franca-florio-1912,Realism,giovanni-boldini
44565,untitled-collage-1965,Minimalism,conrad-marca-relli
44566,portrait-study-1918,Expressionism,josef-albers
44567,girl-with-yellow-ribbon,Romanticism,osman-hamdi
44568,amalfi-coast-1868,Romanticism,thomas-moran
44569,the-lamentation-over-the-body-of-christ,High Renaissance,giovanni-bellini
44570,chinese-boxers,Post Impressionism,andre-derain
44571,snow-pines-2004,Abstract Expressionism,helen-frankenthaler
44572,triumph-of-battista-sforza,Early Renaissance,piero-della-francesca
44573,at-the-doctor-s-1900,Realism,vladimir-makovsky
44574,corinth-1959,Abstract Expressionism,theodoros-stamos
44575,perseus-and-the-graiae,Romanticism,edward-burne-jones
44576,harbinger-1986,Abstract Expressionism,helen-frankenthaler
44577,man-s-head,Symbolism,odilon-redon
44578,meeting-of-the-brig-mercury-with-the-russian-squadron-after-the-defeat-of-two-turkish-1848,Romanticism,ivan-aivazovsky
44579,assumption-of-the-virgin-detail-1,Mannerism Late Renaissance,giorgio-vasari
44580,after-the-bath-1912,Impressionism,pierre-auguste-renoir
44581,landscape-with-factory-1906,Naive Art Primitivism,henri-rousseau
44582,winter-scene-with-church-1911,Post Impressionism,abraham-manievich
44583,apples-1897,Realism,william-adolphe-bouguereau
44584,a-little-angel-1957,Naive Art Primitivism,marc-chagall
44585,village-courtyard-end-of-1860,Realism,ivan-shishkin
44586,study-for-the-porta-pia-a-gate-in-the-aurelian-walls-of-rome-1561,High Renaissance,michelangelo
44587,lavinie-barbier-walbonne,Romanticism,pierre-paul-prud'hon
44588,stories-of-christ-s-passion-1447-2,Early Renaissance,andrea-del-castagno
44589,foolishness-of-the-fools-1823,Romanticism,francisco-goya
44590,the-ecumenical-council,Expressionism,salvador-dali
44591,study-for-the-pilgrim-of-the-world-on-his-journey-1848,Romanticism,thomas-cole
44592,not-detected-265181(1),Color Field Painting,barnett-newman
44593,moonlight-the-old-house,Impressionism,childe-hassam
44594,mother-and-child,Impressionism,mary-cassatt
44595,untitled-1973,Abstract Expressionism,sam-francis
44596,the-dam-1893,Naive Art Primitivism,henri-rousseau
44597,banks-of-the-loing-at-moret-morning-1888,Impressionism,alfred-sisley
44598,heavy-rain,Ukiyo e,utagawa-kuniyoshi
44599,bassano,Impressionism,roger-fry
44600,antwerp-the-schelde,Impressionism,eugene-boudin
44601,christen-sandberg-1909,Expressionism,edvard-munch
44602,tornado-1911,Abstract Expressionism,joe-goode
44603,28-1963,Abstract Expressionism,paul-reed
44604,death-of-a-centaur,Art Nouveau Modern,wilhelm-kotarbinski
44605,the-clash-1964,Abstract Expressionism,hans-hofmann
44606,the-morning-bath-1883,Impressionism,edgar-degas
44607,eyeful-2010,Pop Art,marjorie-strider
44608,mountain-landscape,Impressionism,ion-andreescu
44609,landscape-with-a-wheatfield-1660,Baroque,jacob-isaakszoon-van-ruisdael
44610,drowning-girl-1963(1),Pop Art,roy-lichtenstein
44611,on-the-waterfront-at-palermo,Romanticism,franz-richard-unterberger
44612,the-clowns,Expressionism,tia-peltz
44613,young-man-greeted-by-seven-liberal-arts-1490(1),Early Renaissance,sandro-botticelli
44614,sun-women-1901-5,Art Nouveau Modern,raphael-kirchner
44615,monsieur-cactus-1939,Cubism,julio-gonzalez
44616,self-portrait-the-man-with-a-pipe-1849,Romanticism,gustave-courbet
44617,portrait-of-american-french-language-poet-stuart-merrill-1898,Art Nouveau Modern,felix-vallotton
44618,the-elbe-near-dresden,Expressionism,oskar-kokoschka
44619,the-market,Impressionism,camille-pissarro
44620,peeping-wall-1960,Color Field Painting,gene-davis
44621,landscape-with-blue-mountain,Realism,david-burliuk
44622,not-detected-272490,Expressionism,lynd-ward
44623,10-colored-drawings-for-the-poems-of-george-seferis-1965-3,Expressionism,yiannis-moralis
44624,tmutarakan-1919-1,Art Nouveau Modern,nicholas-roerich
44625,the-port-of-trouville-1875,Impressionism,eugene-boudin
44626,ashtarak-1933,Expressionism,martiros-saryan
44627,the-immaculate-conception,Baroque,diego-velazquez
44628,katharina-von-bora-1528,Northern Renaissance,lucas-cranach-the-elder
44629,heat-of-the-earth-1918,Symbolism,nicholas-roerich
44630,artek-september-morning-in-artek-1929,Impressionism,ilya-mashkov
44631,the-raising-of-lazarus-1630,Baroque,rembrandt
44632,harmony-in-gray-and-green-miss-cicely-alexander-1873,Impressionism,james-mcneill-whistler
44633,landscape-in-normady-1920,Post Impressionism,pierre-bonnard
44634,vento-vermelho,Abstract Expressionism,manabu-mabe
44635,saint-augustine-in-meditation,Baroque,bartolome-esteban-murillo
44636,maison-en-ruine-a-la-targette-1915,Naive Art Primitivism,jean-hugo
44637,woman-eating-a-bannana,Naive Art Primitivism,fernando-botero
44638,farmhouse-interior,Baroque,isaac-van-ostade
44639,the-breackwater-san-sebastian,Impressionism,joaquã­n-sorolla
44640,girl-with-greyhound,Impressionism,berthe-morisot
44641,illustration-to-nikolai-gogol-s-dead-souls,Naive Art Primitivism,marc-chagall
44642,grainstacks-white-frost-effect-1891,Impressionism,claude-monet
44643,madonna-in-glory-with-the-christ-child-and-sts-francis-and-alvise-with-the-donor-1520,High Renaissance,titian
44644,oiseme-landscape-near-chartres-1893,Impressionism,eugene-boudin
44645,young-woman-wearing-a-hat,Impressionism,pierre-auguste-renoir
44646,still-life-with-a-pewter-jug-and-pink-statuette-1910,Expressionism,henri-matisse
44647,target-1981,Abstract Expressionism,betty-parsons
44648,ararat-valley-1952,Post Impressionism,martiros-saryan
44649,billy-smith,Realism,thomas-eakins
44650,pale-gold-grey-1950,Abstract Expressionism,perle-fine
44651,moonlit-landscape-1874,Realism,camille-corot
44652,1911-for-the-championship-of-the-backlot-league,New Realism,william-james-glackens
44653,the-prisoner-1878,Realism,mykola-yaroshenko
44654,sonata-1911,Cubism,marcel-duchamp
44655,inspiration-1963,Naive Art Primitivism,marc-chagall
44656,entrance-to-the-voyer-d-argenson-park-at-asnieres-1887(1),Post Impressionism,vincent-van-gogh
44657,ship-and-dock-venice,Impressionism,john-henry-twachtman
44658,the-bath,Impressionism,mary-cassatt
44659,fables-1903-1,Art Nouveau Modern,raphael-kirchner
44660,the-adoration-of-the-name-of-jesus,Mannerism Late Renaissance,el-greco
44661,lane-with-poplars-near-nuenen-1885,Realism,vincent-van-gogh
44662,country-landscape-1966,Post Impressionism,grã©goire-michonze
44663,roadside-inn-1790,Rococo,george-morland
44664,christ-in-the-wilderness-1872,Realism,ivan-kramskoy
44665,silvestro-lega-nella-pittura-di-riva-al-mare-1867,Impressionism,giovanni-fattori
